"logP","SMILES (RDKit Mol)","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42"
0.96,"CCOC(=O)CC(=O)OCC",0.0919753440778425,0.10560826338648499,0.12900377691666262,0.11340163066635658,0.11341646154896781,0.16666666666666666,0,0.19047619047619047,0,0.16666666666666666,0,0.11764705882352941,0.10843373493975905,0.10052910052910052,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.10152315594513965,0.10664366020414534,0.0553178939333035,0.0520144574650836,0.033811945071289026,0.10664366020414534,0.0553178939333035,0.057022213842312645,0.052171335290141556,0.5231092436974789,0.11853079595806752,0.0051295202389535395,0.0034008838272747673,0.09526273403293958,0,0,0,0.07769911865513299,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0,0.10199618699182161,0,0.19740695563629812,0.08962155781115723,0,0,0,0.10097857566094608,0.0958904109589041,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.10843373493975905,0.13333333333333333,0.13333333333333333,0,0,0,0,0.19047619047619047,0.1702127659574468,0.16666666666666666,0,0,0,0,0.125,0.2272727272727273,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4,"CCCCC(C(=O)OCC)C(=O)OCC",0.1469835483670353,0.15674654116108405,0.12900377691666262,0.16229199506112182,0.1623037087352818,0.16666666666666666,0,0.3333333333333333,0,0.16666666666666666,0,0.11764705882352941,0.1566265060240964,0.164021164021164,0,0,0,0,0,0,0,0,0,0,0,0,0.8181818181818182,0.15538292543253712,0.17227267593392914,0.09903466132405978,0.11501393753760977,0.07649048909398388,0.17227267593392914,0.09903466132405978,0.12608704696225045,0.11802370270670184,0.5231092436974789,0.17586128977091758,0.007635145912072741,0.0034018743452552446,0.09526273403293958,0,0,0.12771333409900082,0.1534702954137424,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0.09206018867423772,0.14928996086024313,0,0.19740695563629812,0,0.23520989261308162,0,0,0.10097857566094608,0.1506849315068493,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.1566265060240964,0.2,0.13333333333333333,0,0,0,0,0.3333333333333333,0.1702127659574468,0.16666666666666666,0,0,0,0,0.15625,0.3181818181818182,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,"CCOC(=O)CCC(=O)OCC",0.10577971842305413,0.11839283283013474,0.12900377691666262,0.1256242217650479,0.1256382733455463,0.16666666666666666,0,0.23809523809523808,0,0.16666666666666666,0,0.11764705882352941,0.1204819277108434,0.1164021164021164,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1142538247130491,0.1231699150734168,0.0653245214298475,0.06615988020900988,0.04183292230924389,0.1231699150734168,0.0653245214298475,0.07252950469765872,0.06454758551631594,0.5231092436974789,0.13286341941128005,0.006042961953456747,0.0034341210927133726,0.09526273403293958,0,0,0,0.10231353027582826,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0,0.10199618699182161,0,0.38925461631400543,0,0,0,0,0.10097857566094608,0.1095890410958904,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.1204819277108434,0.15,0.13333333333333333,0,0,0,0,0.23809523809523808,0.1702127659574468,0.16666666666666666,0,0,0,0,0.125,0.2727272727272727,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.03,"COC(=O)CCCCC(=O)OC",0.10577971842305413,0.11839283283013477,0.12900377691666262,0.12562422176504792,0.1256382733455463,0.16666666666666666,0,0.23809523809523808,0,0.16666666666666666,0,0.11764705882352941,0.1204819277108434,0.1164021164021164,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1142538247130491,0.11738350306690369,0.07304348560683202,0.08485544829991397,0.04634807613904128,0.11738350306690369,0.07304348560683202,0.09302501178429283,0.0715144016472504,0.5231092436974789,0.13286341941128005,0.006042961953456747,0.0034341210927133726,0.09526273403293958,0,0,0,0.0984576464827811,0.21199655776425574,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0,0.09458754773684304,0.1688833369034768,0.21243356478179615,0,0,0,0,0.10097857566094608,0.1095890410958904,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.1204819277108434,0.15,0.13333333333333333,0,0,0,0,0.23809523809523808,0.1702127659574468,0.16666666666666666,0,0,0,0,0.125,0.2727272727272727,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.17,"CCCCOC(=O)CCCCC(=O)OCCCC",0.18860596449432376,0.19510024949203333,0.12900377691666262,0.19895976835719573,0.1989691441250173,0.16666666666666666,0,0.5238095238095237,0,0.16666666666666666,0,0.11764705882352941,0.1927710843373494,0.21164021164021163,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.1906378373205058,0.22232744428904566,0.13483063370214451,0.14654109219098238,0.08384194804188445,0.22232744428904566,0.13483063370214451,0.1606495175155783,0.12936689603184143,0.5231092436974789,0.21885916013055526,0.01167968961040407,0.004034204426609896,0.09526273403293958,0,0,0,0.24999999999999994,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0.12430852078656493,0.18917509547368608,0.1688833369034768,0.19740695563629812,0,0,0,0,0.10097857566094608,0.1917808219178082,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.1927710843373494,0.25,0.13333333333333333,0,0,0,0,0.5238095238095237,0.1702127659574468,0.16666666666666666,0,0,0,0,0.125,0.5454545454545454,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,"CC(C)COC(=O)CCCCC(=O)OCC(C)C",0.1881873783110165,0.19510024949203328,0.12900377691666262,0.19895976835719573,0.1989691441250173,0.16666666666666666,0,0.42857142857142855,0,0.16666666666666666,0,0.11764705882352941,0.1927710843373494,0.21164021164021163,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.19651202615202515,0.21279788004160624,0.1659650988232901,0.12533955770122207,0.07501547892506934,0.21279788004160624,0.1659650988232901,0.13740677900827325,0.11574778365157026,0.5231092436974789,0.21885916013055526,0.009252778546801099,0.004034204426609896,0.09526273403293958,0,0,0.25542666819800164,0.20462706055165653,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0.12899332844930886,0.18176645621870743,0.1688833369034768,0.19740695563629812,0,0,0,0,0.10097857566094608,0.1917808219178082,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.1927710843373494,0.25,0.13333333333333333,0,0,0,0,0.42857142857142855,0.1702127659574468,0.16666666666666666,0,0,0,0,0.1875,0.36363636363636365,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.94,"CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC",0.2986223730727093,0.2973768050412314,0.12900377691666262,0.2967404971467265,0.29674363849764523,0.16666666666666666,0,0.8095238095238095,0,0.16666666666666666,0,0.11764705882352941,0.2891566265060241,0.3386243386243386,0.18181818181818182,0.25,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.2983573762953007,0.3500325354095641,0.2292856031879604,0.29256363353105314,0.18100122142493905,0.3500325354095641,0.2292856031879604,0.3207305600542015,0.2792822297260891,0.5231092436974789,0.3335201477562554,0.016533458093234265,0.004319387013218767,0.09526273403293958,0,0,0.25542666819800164,0.4015423535172188,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0.30842889813504043,0.2763540039555505,0.1688833369034768,0.19740695563629812,0,0,0,0,0.10097857566094608,0.3013698630136986,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.2891566265060241,0.3833333333333333,0.13333333333333333,0,0,0,0,0.8095238095238095,0.1702127659574468,0.16666666666666666,0,0,0,0,0.1875,0.7272727272727273,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.38,"COC(=O)CCCCCCCCC(=O)OC",0.16099721580390053,0.16953111060473383,0.12900377691666262,0.17451458615981313,0.1745255205318603,0.16666666666666666,0,0.42857142857142855,0,0.16666666666666666,0,0.11764705882352941,0.16867469879518074,0.17989417989417988,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.1651764997846869,0.1834885225439896,0.11682593604683213,0.14269263281700822,0.09046906524461863,0.1834885225439896,0.11682593604683213,0.156430542944258,0.1395924406688607,0.5231092436974789,0.19019391322413012,0.009780620064056474,0.0038314948998900023,0.09526273403293958,0,0,0,0.19691529296556226,0.21199655776425574,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0.11962371312382102,0.09458754773684304,0.1688833369034768,0.21243356478179615,0,0,0,0,0.10097857566094608,0.1643835616438356,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.16867469879518074,0.21666666666666667,0.13333333333333333,0,0,0,0,0.42857142857142855,0.1702127659574468,0.16666666666666666,0,0,0,0,0.125,0.4545454545454546,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24,"CC(=O)OCCOC(C)=O",0.07817096973263088,0.09282369394283527,0.12900377691666262,0.1011790395676653,0.10119464975238934,0.16666666666666666,0,0.14285714285714285,0,0.16666666666666666,0,0.11764705882352941,0.0963855421686747,0.08465608465608465,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.08879248717723022,0.08610746349788537,0.05201358086037905,0.04013806581645091,0.023136049331579336,0.08610746349788537,0.05201358086037905,0.04400240786398452,0.03569858475820198,0.5231092436974789,0.10419817250485501,0.004229736208408948,0.003563712637650763,0.09526273403293958,0,0,0,0.05308470703443771,0.19700086055893612,0,0,0,0.08575893195484022,0.13675850086870192,0.3160230910060788,0,0,0,0,0,0.18211124849682825,0,0.18443716044684452,0,0,0,0.10097857566094608,0.0821917808219178,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.0963855421686747,0.11666666666666667,0.13333333333333333,0,0,0,0,0.14285714285714285,0.1702127659574468,0.16666666666666666,0,0,0,0,0.125,0.18181818181818182,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.236666666666667,"CC(=O)OCC(COC(C)=O)OC(C)=O",0.12467589469806763,0.14980722486100984,0.19350566537499392,0.1639719804919536,0.16399792212957617,0.25,0,0.23809523809523808,0,0.25,0,0.1764705882352941,0.1566265060240964,0.13227513227513227,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.14089297142387028,0.1343789065439058,0.08781832437158618,0.073893265520897,0.048136561597736806,0.1343789065439058,0.08781832437158618,0.08100743126789056,0.07427400847644693,0.4674369747899159,0.16826499934071498,0.006205146057282899,0.003751685444059317,0.14289410104940936,0,0,0,0.10302679815695968,0.19700086055893612,0,0,0,0.12863839793226034,0.20513775130305287,0.4740346365091182,0,0,0,0,0,0.2731668727452424,0,0.18443716044684452,0.24260494630654078,0,0,0.15146786349141914,0.1232876712328767,0,0,0,0,0,0,0,0,0.3157894736842105,0,0.1566265060240964,0.18333333333333332,0.2,0,0,0,0,0.23809523809523808,0.2553191489361702,0.25,0,0,0,0,0.1875,0.2272727272727273,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.54,"CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC",0.2075021407693372,0.22651464152290834,0.19350566537499392,0.23730752708410155,0.23732879290904715,0.25,0,0.5238095238095237,0,0.25,0,0.1764705882352941,0.22891566265060245,0.2275132275132275,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.21727698403132698,0.23955134851501736,0.1463702279742342,0.14580244810598258,0.0929375299257428,0.23955134851501736,0.1463702279742342,0.15983975955556318,0.14340124546430433,0.4674369747899159,0.25426074005999005,0.011459772769777702,0.00397013909047935,0.14289410104940936,0,0,0,0.2507132678811314,0.19700086055893612,0,0,0,0.12863839793226034,0.20513775130305287,0.4740346365091182,0,0,0,0.09674499633698164,0.14188132160526457,0.2533250053552152,0,0.18443716044684452,0.24260494630654078,0,0,0.15146786349141914,0.2054794520547945,0,0,0,0,0,0,0,0,0.3157894736842105,0,0.22891566265060245,0.2833333333333333,0.2,0,0,0,0,0.5238095238095237,0.2553191489361702,0.25,0,0,0,0,0.1875,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.92,"CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC",0.2816815922540025,0.3090673113283824,0.25800755383332524,0.32454565020577264,0.3245756888793909,0.3333333333333333,0,0.7142857142857142,0,0.3333333333333333,0,0.23529411764705882,0.3132530120481928,0.30687830687830686,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.29578232175268104,0.3206093934546188,0.20367861932257897,0.2211592098360453,0.14136476098000803,0.3206093934546188,0.20367861932257897,0.24245158694452226,0.21812375264862427,0.4117647058823529,0.3469928138022751,0.014106770837689827,0.003978059192491328,0.19052546806587917,0,0,0,0.3245565027432172,0.2955012908384042,0,0,0,0.17151786390968043,0.27351700173740384,0.4740346365091182,0.09492858192782137,0,0,0.1864627811798474,0.14188132160526457,0.09105562424841412,0.48795809413215446,0,0,0.21071438065303166,0,0.20195715132189215,0.273972602739726,0,0,0,0,0,0,0,0,0.42105263157894735,0,0.3132530120481928,0.3833333333333333,0.26666666666666666,0,0,0,0,0.7142857142857142,0.3404255319148936,0.3333333333333333,0,0,0,0,0.25,0.6818181818181819,0.6666666666666666,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0
2.64,"CC(=O)OC1CCCCC1",0.0942357094677017,0.09774270620875417,0.06450188845833131,0.09774238887305925,0.09774276578145535,0.08333333333333333,0,0.047619047619047616,0,0.08333333333333333,0,0.058823529411764705,0.0963855421686747,0.10582010582010581,0,0,0.14285714285714285,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0.875,0.09567310427816138,0.12136127969490755,0.08883497412495112,0.10901321194598658,0.08845891928278457,0.12136127969490755,0.08883497412495112,0.11950859407491098,0.13649081493464588,0.578781512605042,0.08464269263404049,0.0030630510289950735,0.003085144522701709,0.04763136701646979,0,0,0,0.17301414922599836,0,0,0,0,0.04287946597742011,0.06837925043435096,0.1580115455030394,0,0,0,0.029905928280955254,0.18917509547368608,0.09105562424841412,0,0.08519890578234943,0,0,0,0.05048928783047304,0.1095890410958904,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.0963855421686747,0.05,0.06666666666666667,0,0.2608695652173913,0,0,0.047619047619047616,0.0851063829787234,0.08333333333333333,0,0,0,0,0.0625,0.045454545454545456,0.16666666666666666,0,0.2272727272727273,0.05263157894736842,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
4.3,"CC(=O)OCCC1CCCCC1",0.12170094289527673,0.12331184509605367,0.06450188845833131,0.12218757107044187,0.12218638937461238,0.08333333333333333,0,0.14285714285714285,0,0.08333333333333333,0,0.058823529411764705,0.1204819277108434,0.13756613756613756,0,0,0.14285714285714285,0,0.16666666666666666,0.16666666666666666,0,0,0,0,0.16666666666666666,0.16666666666666666,0.9,0.12113444181398028,0.15313205160083024,0.11246595989353615,0.14784164685874301,0.11513001637328837,0.15313205160083024,0.11246595989353615,0.1620752846963366,0.17764392653265737,0.578781512605042,0.11304403777840664,0.004611559923116029,0.003228567863920126,0.04763136701646979,0,0,0.12771333409900082,0.17422882324139052,0.09850043027946806,0,0,0,0.04287946597742011,0.06837925043435096,0.1580115455030394,0,0,0,0.1495296414047763,0.09088322810935373,0.09105562424841412,0.09870347781814906,0,0,0,0,0.05048928783047304,0.136986301369863,0,0,0,0,0,0,0,0,0.10526315789473684,0,0.1204819277108434,0.08333333333333333,0.06666666666666667,0,0.2608695652173913,0,0,0.14285714285714285,0.0851063829787234,0.08333333333333333,0,0,0,0,0.0625,0.13636363636363635,0.16666666666666666,0,0.2272727272727273,0.05263157894736842,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
